ensembl_gene_id,chr_name,gene_name,Description,gene_start,gene_end,min_snp,p,pos,aff,unaff,upstream,downstream,in_gene,nAff,nUnaff,FDR,dist2Gene
ENSOCUG00000013877,chr8,ZMYM5,zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029],44739083,44777626,176190_19,0.1335,44794615,3/21/8,6/9/6,FALSE,TRUE,FALSE,32,21,0.3516185787671233,16989
ENSOCUG00000008038,chr7,PDE11A,phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773],117337966,117740469,159807_15,0.1336,117676455,0/4/26,0/0/21,FALSE,FALSE,TRUE,30,21,0.351681232173417,0
ENSOCUG00000008234,chr9,ZADH2,zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697],115282115,115291078,180741_11,0.1336,115261734,1/16/16,3/6/13,FALSE,TRUE,FALSE,33,22,0.351681232173417,20381
ENSOCUG00000000687,chr5,NA,NA,868896,878648,154069_0,0.1337,886323,1/19/21,3/9/23,FALSE,TRUE,FALSE,41,35,0.35184411177644714,7675
ENSOCUG00000000689,chr5,MRPS12,mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380],867061,868891,154069_0,0.1337,886323,1/19/21,3/9/23,TRUE,FALSE,FALSE,41,35,0.35184411177644714,17432
ENSOCUG00000002943,chr5,HNRNPL,heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045],925366,936030,154069_0,0.1337,886323,1/19/21,3/9/23,TRUE,FALSE,FALSE,41,35,0.35184411177644714,39043
ENSOCUG00000012097,chr5,RINL,Ras and Rab interactor like [Source:HGNC Symbol;Acc:HGNC:24795],912437,917510,154069_0,0.1337,886323,1/19/21,3/9/23,TRUE,FALSE,FALSE,41,35,0.35184411177644714,26114
ENSOCUG00000024196,chr5,FBXO17,F-box protein 17 [Source:HGNC Symbol;Acc:HGNC:18754],861755,865514,154069_0,0.1337,886323,1/19/21,3/9/23,FALSE,TRUE,FALSE,41,35,0.35184411177644714,20809
ENSOCUG00000024218,chr5,NFKBIB,NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798],882371,892787,154069_0,0.1337,886323,1/19/21,3/9/23,FALSE,FALSE,TRUE,41,35,0.35184411177644714,0
ENSOCUG00000027924,chr5,SIRT2,sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886],893116,911309,154069_0,0.1337,886323,1/19/21,3/9/23,TRUE,FALSE,FALSE,41,35,0.35184411177644714,6793
ENSOCUG00000007196,GL019449,C1orf127,chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730],27847,52156,274461_55,0.1338,17853,0/0/39,1/1/21,FALSE,TRUE,FALSE,39,23,0.3519065830721003,9994
ENSOCUG00000013367,chr13,COL11A1,collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186],61053457,61262810,35606_13,0.1338,61020990,5/17/13,3/16/3,TRUE,FALSE,FALSE,35,22,0.3519065830721003,32467
ENSOCUG00000008935,AAGW02082849,NA,NA,6312,8632,194129_12,0.134,6210,0/4/35,0/0/28,TRUE,FALSE,FALSE,39,28,0.35219376778599887,102
ENSOCUG00000010691,chr9,NA,NA,249110,250314,183762_68,0.134,241411,0/3/30,0/6/16,TRUE,FALSE,FALSE,33,22,0.35219376778599887,7699
ENSOCUG00000005815,GL018704,SPOCD1,SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338],6332767,6358500,201444_65,0.1341,6300530,9/10/10,3/13/4,TRUE,FALSE,FALSE,29,20,0.35219376778599887,32237
ENSOCUG00000008619,chr4,TMCC3,transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199],73888434,73900133,146418_27,0.1341,73925497,2/13/7,6/6/5,TRUE,FALSE,FALSE,22,17,0.35219376778599887,25364
ENSOCUG00000011571,chr1,RUSC2,RUN and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23625],18324009,18336224,95803_12,0.1341,18306065,1/11/28,1/16/17,FALSE,TRUE,FALSE,40,34,0.35219376778599887,17944
ENSOCUG00000026734,chr1,FAM166B,family with sequence similarity 166 member B [Source:HGNC Symbol;Acc:HGNC:34242],18321449,18323387,95803_12,0.1341,18306065,1/11/28,1/16/17,TRUE,FALSE,FALSE,40,34,0.35219376778599887,15384
ENSOCUG00000017310,chr5,SLC6A2,solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048],11873713,11917538,149481_72,0.1342,11918998,0/2/40,0/6/30,FALSE,TRUE,FALSE,42,36,0.35235613086770984,1460
ENSOCUG00000024468,chr4,GTPBP1,GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669],84470386,84489789,147509_56,0.1343,84517558,0/4/21,0/0/17,TRUE,FALSE,FALSE,25,17,0.352518401592719,27769
ENSOCUG00000023078,chr17,NA,NA,31682932,31690729,65701_61,0.13440000000000002,31654960,6/23/12,6/11/16,TRUE,FALSE,FALSE,41,33,0.35260386034629576,27972
ENSOCUG00000007949,GL019006,OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia) [Source:HGNC Symbol;Acc:HGNC:8142]",176343,193487,261557_18,0.1345,166959,1/9/19,4/5/9,FALSE,TRUE,FALSE,29,18,0.35260386034629576,9384
ENSOCUG00000016007,chr16,NA,NA,32162418,32235733,57310_58,0.1345,32160317,3/9/24,3/14/13,TRUE,FALSE,FALSE,36,30,0.35260386034629576,2101
ENSOCUG00000023342,GL019006,RTN2,reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468],131851,140643,261557_18,0.1345,166959,1/9/19,4/5/9,TRUE,FALSE,FALSE,29,18,0.35260386034629576,26316
ENSOCUG00000024100,GL019006,NA,NA,142135,143406,261557_18,0.1345,166959,1/9/19,4/5/9,FALSE,TRUE,FALSE,29,18,0.35260386034629576,23553
ENSOCUG00000026899,GL019006,NA,NA,155320,159245,261557_18,0.1345,166959,1/9/19,4/5/9,FALSE,TRUE,FALSE,29,18,0.35260386034629576,7714
ENSOCUG00000002369,chr3,ITK,IL2 inducible T-cell kinase [Source:HGNC Symbol;Acc:HGNC:6171],38647945,38715585,293763_24,0.1346,38753773,0/2/21,0/6/16,FALSE,TRUE,FALSE,23,22,0.35260386034629576,38188
ENSOCUG00000004260,GL018718,TTPAL,alpha tocopherol transfer protein like [Source:HGNC Symbol;Acc:HGNC:16114],3692063,3700387,208611_65,0.1346,3733500,9/10/20,8/10/6,FALSE,TRUE,FALSE,39,24,0.35260386034629576,33113
ENSOCUG00000004265,GL018718,SERINC3,serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699],3708649,3728057,208611_65,0.1346,3733500,9/10/20,8/10/6,TRUE,FALSE,FALSE,39,24,0.35260386034629576,5443
ENSOCUG00000006783,chr8,VWF,von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726],32066076,32223223,174285_60,0.1346,32250182,0/2/21,0/6/16,TRUE,FALSE,FALSE,23,22,0.35260386034629576,26959
ENSOCUG00000013391,GL018725,SLC35C2,solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117],1291738,1300181,212342_41,0.1346,1326841,0/2/37,0/6/28,TRUE,FALSE,FALSE,39,34,0.35260386034629576,26660
ENSOCUG00000023515,chr3,NA,NA,38738613,38740667,293763_24,0.1346,38753773,0/2/21,0/6/16,FALSE,TRUE,FALSE,23,22,0.35260386034629576,13106
ENSOCUG00000001397,GL019140,LMF2,lipase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:25096],50747,179392,268002_39,0.13470000000000001,81069,0/2/37,1/4/23,FALSE,FALSE,TRUE,39,28,0.3526507217662044,0
ENSOCUG00000015840,GL019140,SHANK3,SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294],25117,97663,268002_39,0.13470000000000001,81069,0/2/37,1/4/23,FALSE,FALSE,TRUE,39,28,0.3526507217662044,0
ENSOCUG00000016602,GL018704,ZMYM6,zinc finger MYM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:13050],3267977,3315187,200713_49,0.13470000000000001,3331914,0/16/20,3/9/12,FALSE,TRUE,FALSE,36,24,0.3526507217662044,16727
ENSOCUG00000029466,GL018704,TMEM35B,transmembrane protein 35B [Source:HGNC Symbol;Acc:HGNC:40021],3315265,3319124,200713_49,0.13470000000000001,3331914,0/16/20,3/9/12,FALSE,TRUE,FALSE,36,24,0.3526507217662044,12790
ENSOCUG00000008491,chr7,TES,testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620],29078240,29094046,165008_54,0.1348,29094993,0/9/33,1/13/22,TRUE,FALSE,FALSE,42,36,0.3526507217662044,947
ENSOCUG00000001719,chr8,DIAPH3,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480],61106058,61648921,177407_71,0.13490000000000002,61204343,0/7/34,1/11/22,FALSE,FALSE,TRUE,41,34,0.3526507217662044,0
ENSOCUG00000016540,chr9,ACAA2,acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83],90616642,90650436,190756_20,0.13490000000000002,90604462,1/4/28,0/10/25,FALSE,TRUE,FALSE,33,35,0.3526507217662044,12180
ENSOCUG00000004238,chr12,NA,NA,128517199,128527529,11888_56,0.135,128485316,0/8/23,2/8/12,FALSE,TRUE,FALSE,31,22,0.3526507217662044,31883
ENSOCUG00000005283,chr1,ZC3H12C,zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362],106332166,106376392,88917_45,0.135,106318526,0/4/25,0/0/20,FALSE,TRUE,FALSE,29,20,0.3526507217662044,13640
ENSOCUG00000006829,chr3,ARHGEF37,Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430],31405882,31440452,133808_0,0.135,31430352,0/4/25,0/0/20,FALSE,FALSE,TRUE,29,20,0.3526507217662044,0
ENSOCUG00000009672,chr1,PLET1,placenta expressed transcript 1 [Source:HGNC Symbol;Acc:HGNC:30053],104115845,104127890,88728_16,0.135,104081993,0/0/37,0/2/20,TRUE,FALSE,FALSE,37,22,0.3526507217662044,33852
ENSOCUG00000013209,chr7,PTPRZ1,"protein tyrosine phosphatase, receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]",22664822,22905565,164686_36,0.135,22891120,0/4/25,0/0/20,FALSE,FALSE,TRUE,29,20,0.3526507217662044,0
ENSOCUG00000014267,chr1,RDX,radixin [Source:HGNC Symbol;Acc:HGNC:9944],106242279,106311346,88917_45,0.135,106318526,0/4/25,0/0/20,FALSE,TRUE,FALSE,29,20,0.3526507217662044,7180
ENSOCUG00000009037,chr13,APH1A,"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]",41777071,41779459,33206_48,0.13520000000000001,41740884,0/5/30,0/9/20,TRUE,FALSE,FALSE,35,29,0.35297335219236214,36187
ENSOCUG00000009044,chr13,CIART,circadian associated repressor of transcription [Source:HGNC Symbol;Acc:HGNC:25200],41763934,41766725,33206_48,0.13520000000000001,41740884,0/5/30,0/9/20,FALSE,TRUE,FALSE,35,29,0.35297335219236214,23050
ENSOCUG00000010185,chr3,ALDH7A1,aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877],10371219,10412184,126074_2,0.13520000000000001,10358429,3/18/14,6/7/9,FALSE,TRUE,FALSE,35,22,0.35297335219236214,12790
ENSOCUG00000011760,chr13,PRPF3,pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348],41701461,41729265,33206_48,0.13520000000000001,41740884,0/5/30,0/9/20,TRUE,FALSE,FALSE,35,29,0.35297335219236214,11619
ENSOCUG00000027120,chr13,NA,NA,41741072,41757293,33206_48,0.13520000000000001,41740884,0/5/30,0/9/20,FALSE,TRUE,FALSE,35,29,0.35297335219236214,188
ENSOCUG00000027251,chr13,C1orf54,chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258],41768999,41775120,33206_48,0.13520000000000001,41740884,0/5/30,0/9/20,FALSE,TRUE,FALSE,35,29,0.35297335219236214,28115
ENSOCUG00000001587,GL018752,ITGAM,integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149],993054,1046861,224490_65,0.1353,1071463,1/10/14,0/3/15,TRUE,FALSE,FALSE,25,18,0.3530346904156064,24602
ENSOCUG00000002306,GL018752,PRSS8,"protease, serine 8 [Source:HGNC Symbol;Acc:HGNC:9491]",997824,1174331,224490_65,0.1353,1071463,1/10/14,0/3/15,FALSE,FALSE,TRUE,25,18,0.3530346904156064,0
ENSOCUG00000004495,GL018752,NA,NA,1101459,1102532,224490_65,0.1353,1071463,1/10/14,0/3/15,TRUE,FALSE,FALSE,25,18,0.3530346904156064,29996
ENSOCUG00000015430,GL018752,TRIM72,tripartite motif containing 72 [Source:HGNC Symbol;Acc:HGNC:32671],1081417,1091484,224490_65,0.1353,1071463,1/10/14,0/3/15,FALSE,TRUE,FALSE,25,18,0.3530346904156064,9954
ENSOCUG00000029551,chr14,NA,NA,44740721,44756335,44758_67,0.1353,44751902,0/4/26,0/5/10,FALSE,FALSE,TRUE,30,15,0.3530346904156064,0
ENSOCUG00000007470,chr1,ZBTB16,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930],102189607,102368503,88409_75,0.1355,102285742,0/4/29,0/0/23,FALSE,FALSE,TRUE,33,23,0.3534177915842982,0
ENSOCUG00000002254,chr18,DNMBP,dynamin binding protein [Source:HGNC Symbol;Acc:HGNC:30373],47854305,47925705,75040_18,0.1356,47825129,2/7/10,5/2/13,FALSE,TRUE,FALSE,19,20,0.3534177915842982,29176
ENSOCUG00000008164,chr18,ABCC2,ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53],47750696,47819048,75040_18,0.1356,47825129,2/7/10,5/2/13,FALSE,TRUE,FALSE,19,20,0.3534177915842982,6081
ENSOCUG00000010325,chr8,SLAIN1,SLAIN motif family member 1 [Source:HGNC Symbol;Acc:HGNC:26387],79475362,79555914,178292_12,0.1356,79492354,1/8/30,0/1/22,FALSE,FALSE,TRUE,39,23,0.3534177915842982,0
ENSOCUG00000023929,chr16,REN,renin [Source:HGNC Symbol;Acc:HGNC:9958],67853117,67862176,61796_39,0.1356,67879690,1/17/24,5/15/15,FALSE,TRUE,FALSE,42,35,0.3534177915842982,17514
ENSOCUG00000028025,chr16,ETNK2,ethanolamine kinase 2 [Source:HGNC Symbol;Acc:HGNC:25575],67866738,67886350,61796_39,0.1356,67879690,1/17/24,5/15/15,FALSE,FALSE,TRUE,42,35,0.3534177915842982,0
ENSOCUG00000000721,chr1,PAMR1,peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554],174740454,174835888,95288_71,0.13570000000000002,174781546,5/13/20,5/14/7,FALSE,FALSE,TRUE,38,26,0.3534787750493932,0
ENSOCUG00000004436,GL018767,INSR,insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091],1077770,1212142,229833_12,0.13570000000000002,1160293,4/7/30,3/13/19,FALSE,FALSE,TRUE,41,35,0.3534787750493932,0
ENSOCUG00000002543,chr7,CUL1,cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551],3207822,3272320,165183_28,0.1359,3296549,2/5/17,0/1/19,TRUE,FALSE,FALSE,24,20,0.35370025380710657,24229
ENSOCUG00000010093,chr14,GPD1L,glycerol-3-phosphate dehydrogenase 1-like [Source:HGNC Symbol;Acc:HGNC:28956],19274859,19305707,41792_15,0.1359,19271340,0/12/11,0/6/15,TRUE,FALSE,FALSE,23,21,0.35370025380710657,3519
ENSOCUG00000011301,chr2,FAM167A,family with sequence similarity 167 member A [Source:HGNC Symbol;Acc:HGNC:15549],38499056,38514310,120027_12,0.1359,38468815,6/6/16,2/10/8,TRUE,FALSE,FALSE,28,20,0.35370025380710657,30241
ENSOCUG00000001438,chr20,ALKBH1,"alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]",27737165,27759450,106797_60,0.136,27744397,7/8/16,10/6/6,FALSE,FALSE,TRUE,31,22,0.3537826625386997,0
ENSOCUG00000009713,chr20,SLIRP,SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495],27724659,27737743,106797_60,0.136,27744397,7/8/16,10/6/6,TRUE,FALSE,FALSE,31,22,0.3537826625386997,6654
ENSOCUG00000009717,chr20,SNW1,SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696],27685487,27730231,106797_60,0.136,27744397,7/8/16,10/6/6,FALSE,TRUE,FALSE,31,22,0.3537826625386997,14166
ENSOCUG00000000243,AAGW02082940,INS,insulin [Source:HGNC Symbol;Acc:HGNC:6081],1286,2082,194278_48,0.1361,1454,1/12/23,2/3/19,FALSE,FALSE,TRUE,36,24,0.3537826625386997,0
ENSOCUG00000010840,GL018791,SPEN,spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575],421693,487613,234875_5,0.1361,449688,1/12/27,0/15/15,FALSE,FALSE,TRUE,40,30,0.3537826625386997,0
ENSOCUG00000002653,chr1,PIGO,phosphatidylinositol glycan anchor biosynthesis class O [Source:HGNC Symbol;Acc:HGNC:23215],18786781,18793072,96684_18,0.13620000000000002,18805967,9/16/17,3/20/10,FALSE,TRUE,FALSE,42,33,0.3537826625386997,12895
ENSOCUG00000006433,chr1,VCP,valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666],18809328,18826856,96684_18,0.13620000000000002,18805967,9/16/17,3/20/10,TRUE,FALSE,FALSE,42,33,0.3537826625386997,3361
ENSOCUG00000006442,chr1,FANCG,Fanconi anemia complementation group G [Source:HGNC Symbol;Acc:HGNC:3588],18802442,18807848,96684_18,0.13620000000000002,18805967,9/16/17,3/20/10,FALSE,FALSE,TRUE,42,33,0.3537826625386997,0
ENSOCUG00000006451,chr1,STOML2,stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559],18780389,18783384,96684_18,0.13620000000000002,18805967,9/16/17,3/20/10,FALSE,TRUE,FALSE,42,33,0.3537826625386997,22583
ENSOCUG00000006457,chr1,FAM214B,family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666],18775042,18777477,96684_18,0.13620000000000002,18805967,9/16/17,3/20/10,FALSE,TRUE,FALSE,42,33,0.3537826625386997,28490
ENSOCUG00000010475,chr4,UTP20,"UTP20, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]",80625054,80728934,146989_47,0.13620000000000002,80627025,0/12/10,0/7/16,FALSE,FALSE,TRUE,22,23,0.3537826625386997,0
ENSOCUG00000015126,chr17,FRMD6,FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839],70567016,70671815,69018_25,0.13620000000000002,70685463,0/7/34,1/11/23,FALSE,TRUE,FALSE,41,35,0.3537826625386997,13648
ENSOCUG00000015327,chr1,C9orf131,chromosome 9 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:31418],18835015,18837159,96684_18,0.13620000000000002,18805967,9/16/17,3/20/10,FALSE,TRUE,FALSE,42,33,0.3537826625386997,29048
ENSOCUG00000028159,GL018803,NA,NA,179133,179372,237679_60,0.13620000000000002,194581,0/6/18,1/8/9,TRUE,FALSE,FALSE,24,18,0.3537826625386997,15209
ENSOCUG00000017850,chr12,LIN28B,lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207],93038040,93150448,21098_54,0.1363,93082220,1/3/28,0/6/16,FALSE,FALSE,TRUE,32,22,0.3538647471910113,0
ENSOCUG00000000322,chr6,PARN,poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:HGNC:8609],7493345,7667457,157800_45,0.1364,7490274,0/4/37,0/0/29,FALSE,TRUE,FALSE,41,29,0.3538647471910113,3071
ENSOCUG00000014798,GL018702,B3GLCT,beta 3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20207],1654949,1780851,197975_61,0.1364,1775523,0/0/35,0/2/19,FALSE,FALSE,TRUE,35,21,0.3538647471910113,0
ENSOCUG00000024061,chr14,NA,NA,1233583,1234125,39466_19,0.1364,1227561,12/17/9,4/15/13,FALSE,TRUE,FALSE,38,32,0.3538647471910113,6022
ENSOCUG00000001039,chr12,SYNGAP1,synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497],23802914,23832613,15460_33,0.1365,23872100,2/9/11,5/13/5,FALSE,TRUE,FALSE,22,23,0.3538647471910113,39487
ENSOCUG00000008083,chr20,YLPM1,YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798],30278511,30362743,107303_9,0.1365,30262301,1/7/15,2/1/13,FALSE,TRUE,FALSE,23,16,0.3538647471910113,16210
ENSOCUG00000021246,chr20,PROX2,prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715],30254937,30262618,107303_9,0.1365,30262301,1/7/15,2/1/13,FALSE,FALSE,TRUE,23,16,0.3538647471910113,0
ENSOCUG00000024190,chr14,NA,NA,63015257,63015963,45711_13,0.1365,62977441,0/7/27,3/3/28,TRUE,FALSE,FALSE,34,34,0.3538647471910113,37816
ENSOCUG00000025266,chr12,ZBTB9,zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323],23835546,23836964,15460_33,0.1365,23872100,2/9/11,5/13/5,FALSE,TRUE,FALSE,22,23,0.3538647471910113,35136
ENSOCUG00000014976,chr6,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3436]",7055459,7081512,157739_27,0.13670000000000002,7121284,5/19/15,9/20/7,FALSE,TRUE,FALSE,39,36,0.3542837124403258,39772
ENSOCUG00000015115,chr10,RAPGEF5,Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862],7228898,7427363,4335_66,0.1368,7314261,0/10/18,3/12/13,FALSE,FALSE,TRUE,28,28,0.35444334643458736,0
ENSOCUG00000008357,chr12,TMEM200A,transmembrane protein 200A [Source:HGNC Symbol;Acc:HGNC:21075],120575323,120576798,11337_21,0.1369,120603504,0/0/40,0/2/22,FALSE,TRUE,FALSE,40,24,0.3546028908223407,26706
ENSOCUG00000022399,chr12,NA,NA,120594515,120595150,11337_21,0.1369,120603504,0/0/40,0/2/22,FALSE,TRUE,FALSE,40,24,0.3546028908223407,8354
ENSOCUG00000015950,chr16,ARHGAP12,Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348],3611272,3743937,57717_9,0.1371,3612952,3/9/11,0/8/17,FALSE,FALSE,TRUE,23,25,0.35492171107994386,0
ENSOCUG00000029153,chr5,CDH3,cadherin 3 [Source:HGNC Symbol;Acc:HGNC:1762],24162024,24211567,151169_34,0.1371,24163861,2/9/15,5/3/16,FALSE,FALSE,TRUE,26,24,0.35492171107994386,0
ENSOCUG00000021645,chr14,NA,NA,19213616,19214194,41780_24,0.1373,19237255,1/5/22,2/10/14,FALSE,TRUE,FALSE,28,26,0.3553397924845766,23061
ENSOCUG00000006186,chr4,CPXM1,"carboxypeptidase X, M14 family member 1 [Source:HGNC Symbol;Acc:HGNC:15771]",9814141,9821345,149120_64,0.1374,9789759,3/20/7,9/14/8,FALSE,TRUE,FALSE,30,31,0.3553992713004484,24382
ENSOCUG00000007314,chr4,NA,NA,9828929,9835483,149120_64,0.1374,9789759,3/20/7,9/14/8,TRUE,FALSE,FALSE,30,31,0.3553992713004484,39170
ENSOCUG00000029641,chr9,NA,NA,30761775,30820913,184308_16,0.1374,30762976,0/0/28,1/1/15,FALSE,FALSE,TRUE,28,17,0.3553992713004484,0
ENSOCUG00000002748,chr13,S100A13,S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490],38834852,38847438,32762_63,0.1375,38802708,8/4/20,6/9/11,TRUE,FALSE,FALSE,32,26,0.3555582796301486,32144
ENSOCUG00000002752,chr13,S100A1,S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486],38831300,38833955,32762_63,0.1375,38802708,8/4/20,6/9/11,FALSE,TRUE,FALSE,32,26,0.3555582796301486,28592
ENSOCUG00000002756,chr13,CHTOP,chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511],38821003,38828375,32762_63,0.1375,38802708,8/4/20,6/9/11,FALSE,TRUE,FALSE,32,26,0.3555582796301486,18295
ENSOCUG00000005425,chr13,SNAPIN,SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145],38813746,38814878,32762_63,0.1375,38802708,8/4/20,6/9/11,FALSE,TRUE,FALSE,32,26,0.3555582796301486,11038
ENSOCUG00000005430,chr13,ILF2,interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037],38806289,38812900,32762_63,0.1375,38802708,8/4/20,6/9/11,TRUE,FALSE,FALSE,32,26,0.3555582796301486,3581
ENSOCUG00000005436,chr13,INTS3,integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153],38727332,38767543,32762_63,0.1375,38802708,8/4/20,6/9/11,TRUE,FALSE,FALSE,32,26,0.3555582796301486,35165
ENSOCUG00000023068,chr13,NA,NA,38770562,38770756,32762_63,0.1375,38802708,8/4/20,6/9/11,FALSE,TRUE,FALSE,32,26,0.3555582796301486,31952
ENSOCUG00000027588,chr13,NPR1,natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943],38785274,38798461,32762_63,0.1375,38802708,8/4/20,6/9/11,TRUE,FALSE,FALSE,32,26,0.3555582796301486,4247
ENSOCUG00000002911,GL018732,C16orf78,chromosome 16 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:28479],1329191,1352329,216208_46,0.1376,1378152,6/7/16,2/11/8,TRUE,FALSE,FALSE,29,21,0.35571719887955183,25823
ENSOCUG00000003845,chr12,GRIK2,glutamate ionotropic receptor kainate type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4580],89504828,89984640,20918_55,0.1379,89903486,0/13/25,1/4/17,FALSE,FALSE,TRUE,38,22,0.35619342289392664,0
ENSOCUG00000006304,chr13,SLC44A3,solute carrier family 44 member 3 [Source:HGNC Symbol;Acc:HGNC:28689],69662551,69742570,36074_3,0.1379,69674055,3/21/13,7/11/10,FALSE,FALSE,TRUE,37,28,0.35619342289392664,0
ENSOCUG00000006321,chr13,NA,NA,69625851,69662750,36074_3,0.1379,69674055,3/21/13,7/11/10,FALSE,TRUE,FALSE,37,28,0.35619342289392664,11305
ENSOCUG00000017523,AAGW02083043,NA,NA,168,6529,194384_32,0.1379,2928,0/0/33,0/2/18,FALSE,FALSE,TRUE,33,20,0.35619342289392664,0
ENSOCUG00000014610,chr8,ABCC4,ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55],96944297,97213670,179089_26,0.138,97056997,5/7/8,6/2/13,FALSE,FALSE,TRUE,20,21,0.3563519865696699,0
ENSOCUG00000009649,chr14,SIDT1,SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967],105603445,105702972,38569_28,0.1381,105581609,2/13/20,4/13/8,FALSE,TRUE,FALSE,35,25,0.3564107662192394,21836
ENSOCUG00000013550,chr14,USF3,upstream transcription factor family member 3 [Source:HGNC Symbol;Acc:HGNC:30494],105558839,105583979,38569_28,0.1381,105581609,2/13/20,4/13/8,FALSE,FALSE,TRUE,35,25,0.3564107662192394,0
ENSOCUG00000016504,chr3,ZNF704,zinc finger protein 704 [Source:HGNC Symbol;Acc:HGNC:32291],96328356,96556651,139591_19,0.1381,96368679,0/9/33,1/11/18,FALSE,FALSE,TRUE,42,30,0.3564107662192394,0
